name;link;author;description;;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Аль Капоне;'[''З допомогою доброго слова і пістолета ви можете домогтися набагато більшого, ніж тільки одним добрим словом.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Шерлок (Sherlock);'[''Я потрібен тобі, без мене ти ніщо.'', '' Ми однакові — ти і я.'', '' Тільки ти нудний.'', '' Ти на стороні ангелів.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Айн Ренд;'[''Безліч людей спробують заподіяти тобі біль за те добро, що побачать в тобі, знаючи, що це добро, заздрячи йому і караючи тебе за нього.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Мегамозок (Megamind);'[''Який сенс творити зло, якщо добро йому не протистоїть?'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;«Куди приводять мрії | What Dreams May Come»;'[''Хороші люди закінчують в пеклі, тому що не можуть пробачити себе.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Громико Ольга Миколаївна;'[''Добро має бути страшним.'', '' Щоб зло боялося.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Сократ;'[''Є тільки одне благо — знання й тільки одне зло — неуцтво.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Конфуцій;'[''Хтось запитав: «чи Правильно кажуть, що за зло треба платити добром?'', ''» Вчитель сказав: «А чим тоді платити за добро?'', '' За зло треба платити по справедливості, а за добро — добром».'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Франсуа де Ларошфуко;'[''Заподіяти людям зло здебільшого не так небезпечно, як робити їм занадто багато добра.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Конфуцій;'[''Я не бачив, щоб люди любили добро так само, як красу.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Добре слово — двері в душу;[];;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Відчайдушні домогосподарки / Desperate Housewives;'[''Любов змушує нас забути про різницю між добром і злом.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Оскар Уайльд;'[''Коли Добро безсиле, воно — Зло.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Луцій Анней Сенека;'[''Хто зробив добру справу, нехай мовчить — говорить нехай той, для кого вона була зроблена.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Макс Фрай;'[''Ніщо так не вимотує, як добрі справи.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Іоанн Дамаскін (Святий);'[''Хто прагне добра, повинен бути готовий терпіти зло.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;'Японські прислів''я та приказки';'[''Одне добре слово може зігрівати три зимових місяці.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html; Танці на снігу;'"[''Для того щоб боротися з жахливим злом, потрібно жахливе добро\n'', ""Сергій Лук''яненко.""]"';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Дік Френсіс;'[''Люди іноді творять страшні речі з добрими намірами.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;99 франків (99 francs);'[''Здається мені, що я збирався сіяти добро, але цього не сталося з двох причин: тому що мені завадили і тому що я сам відрікся від цієї ідеї.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Арсен Ревазов;'['' добро завжди перемагає зло.'', '' Хто переміг — той і добрий.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Хакери (Hackers);'[''Не важливо, добре це чи погано, а важливо це буде весело чи сумно.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Бертран Расселл;'[''Ті, хто живе благородно, хоча й непомітно, можуть не боятися, що прожили життя даремно.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Юрій Володимирович Нікулін;'[''Багато доброго можна зробити, якщо у тебе гарний настрій.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Ярмарок марнославства (Vanity Fair);'[''Є люди, які ніколи не прощають добрих справ.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Антон Павлович Чехов;'[''Добрій людині буває соромно навіть перед собакою.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Доктор Хто / Doctor Who (2005);'[''У житті кожної людини є хороші і погані речі.'', '' Гарні речі не завжди полегшують погані.'', '' Але, з іншого боку — погане не завжди псує гарне або применшує його важливість.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Sir Peter Markham Scott;'[''Нехай ми не зможемо врятувати всіх, кого б нам хотілося.'', '' Але ми зможемо врятувати набагато більше, ніж ті, хто навіть не намагається.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Магатма Ганді;'"[""Не треба чекати нагороди за труди, але всяке добре діло зрештою обов''язково приносить плоди.""]"';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Сіддгартха Ґаутама;'"[""Людині, яка за легковажність завдає мені зло, я відплачу, захистивши його самою щедрою любов''ю'; і чим більше зла буде виходити від нього, тим більше добра буде виходити від мене.""]";
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;У всі тяжкі / Breaking Bad;'[''Про хороших хлопців ніколи не пишуть стільки, скільки про поганих.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Kaichou wa maid-sama;'[''Кажуть, тільки немовлята або тварини здатні відрізнити доброго від злого.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html; Сталевий Щур;'[''Інколи нелегко визначити межу між добром і злом.'', '' А коли до справи підключаються почуття, то й взагалі неможливо.'', ''Гаррі Гаррісон.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;'Індіанські прислів''я та приказки';'[''Усередині кожної людини йде боротьба злого вовка з добрим.'', '' Завжди перемагає той вовк, якого ти годуєш.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Heroes;'[''Еволюція — процес недосконалий і часто жорстокий: битва між тим, що існує, і тим, що тільки має народитися.'', '' І серед цих родових мук мораль втрачає значення.'', '' Питання добра і зла зводиться до простого вибору: вижити або загинути.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Лао-цзи;'[''Закон гідних — творити добро і не сваритися.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Борис Акунін;'[''Запорука перемоги Добра над Злом — грамотна реклама, красива упаковка і бонуси постійним клієнтам.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Артур Шопенгауер;'"[''Більшість людей замість того, щоб прагнути до добра, жадають щастя, блиску і довговічності';' вони подібні тим дурним акторам, які бажають завжди грати великі, блискучі і благородні ролі, не розуміючи, що важливо не те, що і скільки грати, а як грати.'']"';
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Станіслав Єжи Лец;'[''Всі хочуть добра.'', '' Не віддавайте його.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Гельвецій;'[''Багатьох доводиться поважати не за те, що вони творять добро, а за те, що не приносять зла.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Маркіза де Помпадур;'"[''Треба мати розум для того, щоб робити добро';' дурні на це нездатні.'']"';
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;The Chemodan;'[''Посмішки, радість, сміх — це і є добро.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Ксена: принцеса-воїн;'[''Ти не повинен дозволити злу всередині тебе зруйнувати те добро, що ти можеш зробити.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Тома Кемпійський;'[''Якщо ти провів день у добрих справах, ввечері ти завжди будеш відчувати радість.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Легенда про Шукача;'[''Я вірю, що в кожному таїться добро.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;«Якось у казці | Once Upon a Time»;'"[''Добро завжди програє злу.'', "" Тому що б''ється по-чесному."", '' А зло — ні.'']"';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;'Індійське прислів''я та приказки';'[''Думай при кожному пробудженні: «Яке добро зробити мені сьогодні?'', '' Зайде сонце і понесе з собою частину мого життя».'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;Ліза Джейн Сміт;'[''Бувають випадки, коли неможливо відповідати добром на зло.'', '' Іноді зло просто потрібно зупинити.'']';;
добро;http://tsytaty.ukrayinskoyu.pro//dobro.html;'Російські прислів''я та приказки';'[''Від добра — добра не шукають.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Vivian Green;'[''Сенс життя не в тому, щоб чекати, коли закінчиться гроза, а в тому, щоб вчитися танцювати під дощем.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Ворон (The Crow) (1994);'[''Дощ не може бути вічним.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Рю Муракамі;'[''Коли йде дощ, здається, що ось-ось щось згадається.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Bleach;'"[""Якщо б я була дощем, що з''єднує небо і землю, вічно далекі один від одного, змогла б я з''єднати два серця?""]"';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Боб Ділан;'[''Деякі люди насолоджуються дощем, інші просто промокають.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Dans Paris;'[''Від дощу ростуть квіти, і він робить равликів щасливими.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Форрест Гамп;'[''Одного разу почався дощ і не припинявся чотири місяці.'', '' За цей час ми дізналися всі види дощу: прямий дощ, косий дощ, горизонтальний дощ, і навіть дощ, який йде знизу вгору.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html; Три товариші;'[''Я, наприклад, дуже люблю, коли в неділю йде дощ.'', '' Якось більше відчуваєш затишок.'', ''Еріх Марія Ремарк.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Джонатан Керрол;'[''Не тулись до стін будівель, щоб уберегтися від дощу.'', '' Тебе там наздоженуть самі великі краплі, які зриваються з дахів.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Gintama;'[''Дощ не припиниться, поки ти не повернешся.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Щоденник баскетболіста;'[''Людина зростає, а дощ залишається на гілках дерев, які будуть жити і після нас.'', '' І добре, що є дощ.'', '' Він все очищає.'', '' Разом з ним йде смуток.'', '' І вулиці такі миті після дощу, що хочеться танцювати.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html; Метро 2034;'"[''Начебто просто вода падала з неба, але відчуття було зовсім незвичайне.'', '' Вона змивала не тільки бруд і втому';' небесна вода очищувала людей зсередини, дарувала їм прощення за скоєні помилки.'', '' Чарівне обмивання стирало гіркоту з серця, оновлювало і омолоджувало, давало бажання продовжувати жити, і сили на це.'', ''Дмитро Глуховський.'']"';
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Набоков Володимир Володимирович;'[''Він узяв з її рук парасольку і вона ще тісніше притулилась до нього, і зверху барабанило щастя.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Ерні Зелінські;'[''Якщо хочете веселку — доведеться змиритися з дощем.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Рената Муратівна Литвинова;'[''Він чекав мене в дощ.'', '' Я цього ніколи не забуду.'', '' Йшов дощ, я запізнилася, а він мене чекав.'', '' Так просто.'', '' Але цього неможливо забути!'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Брати Стругацькі;'[''За вікном сутеніло, і як і раніше лив дощ, великий, важкий, неквапний дощ, якого було дуже багато і який явно нікуди не поспішав.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Сталевий алхімік;'[''Я думав, дощ змиє мій сум.'', '' Але з кожною краплею, яка впала на моє обличчя, мені тільки важче.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Three Days Grace;'[''Я не можу зупинити дощ,\n'', ''але я можу зупинити сльози.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html; Танець з драконами;'[''Речі не завжди ті, чим здаються.'', '' Багато, що здається злом, може бути добром.'', '' Наприклад, дощ.'', ''Джордж Мартін.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html; Країна Чудес без гальм і Кінець Світу;'[''Дощ, що падає з неба, завжди досягає землі.'', '' Справжній дощ не зупинити нікому.'', '' І нікому не уникнути його.'', '' Дощ завжди роздає всім по справедливості.'', ''Харукі Муракамі.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Montparnasse 19;'[''Люблю дощ, але не люблю парасольки, вони ховають небо.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html; Taxi Driver);'[''Коли-небудь піде дощ і змиє з вулиць всю цю мерзоту.'', ''«Такси́ст» (англ.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html; Сто років самотності;'[''Дощ лив чотири роки, одинадцять місяців і два дні.'', '' <.'', ''> Повітря було настільки насичене вологою, що риби могли б проникнути в будинок через відкриті двері, проплисти по кімнатах і виплисти з вікон.'', ''Ґабрієль Ґарсія Маркес.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;'Курдські прислів''я та приказки';'[''Хто боїться дощу, потрапляє під град.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;'Грузинські прислів''я та приказки';'[''Не стільки дощ лив, скільки грім гримів.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Yukito Ayatsuji;'[''Я не проти дощу.'', '' Найбільше люблю холодний дощ взимку.'', '' Коли він переходить у сніг.'']';;
дощ;http://tsytaty.ukrayinskoyu.pro//doshch.html;Джефф Ліндсі;'[''Прогулянка під дощем — саме підходяще місце для роздумів про людські пороки.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Поль Верлен;'[''Не суди людину по її друзях.'', '' У Іуди вони були бездоганні.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Демокріт;'[''Ми не стільки потребуємо допомоги друзів, скільки у впевненості, що ми її отримаємо.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Арістотель;'[''Друг – це одна душа, яка живе у двох тілах.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Курт Кобейн;'[''Коли я зрозумів, що не знайду людини, схожого на мене, я просто перестав заводити дружбу з людьми.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Портрет Доріана Грея;'[''Непогано, якщо дружба починається сміхом, і краще всього, якщо вона ним же закінчується.'', ''Оскар Уайльд.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Сесілія Агерн;'[''Знайти кращого друга — найбільша удача в житті.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;'«Закохайся в мене, якщо наважишся | Jeux d''enfants»';'[''Друзі як окуляри: спочатку додають тобі розумний вигляд, потім стомлюють.'', '' На щастя, іноді трапляються класні окуляри.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;«Пліткарка | Gossip Girl» ;'"[""Знайомі з''являються і зникають, а кращі друзі — це назавжди."", '' Тому що навіть тоді, коли ти не знаєш, куди йдеш, вони допомагають усвідомити, що ти йдеш туди не один.'']"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Іван Андрійович Ургант;'[''Я друзів не вибираю.'', '' Це заняття безглузде і марне.'', '' Мені набагато цікавіше обирати овочі на ринку.'', '' Друзі – це подарунки долі.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Лев Миколайович Толстой;'[''Боягузливий друг страшніший за ворога, бо ворога побоюєшся, а на друга сподіваєшся.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Марк Твен;'[''Хороші друзі, хороші книги і спляча совість – ось ідеальне життя.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Жванецький Михайло Михайлович;'[''Ніколи не перебільшуйте дурість ворогів і вірність друзів.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Фрідріх Ніцше;'[''Дружба між чоловіком і жінкою можлива.'', '' при певній частці фізичної відрази.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Марк Твен;'[''Справжній друг з тобою, коли ти не правий.'', '' Коли ти маєш рацію, кожен буде з тобою.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Як я познайомився з вашою мамою;'[''Але ми не друзі!'', '' Ми дві людини, які прикидаються друзями тому, що незручно було б не бути ними.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Танатонавти;'[''Друг — той, чия зрада викликає найбільший подив.'', ''Бернар Вербер.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Габрієль Гарсія Маркес;'[''Справжній друг – це той, хто буде тримати тебе за руку і відчувати твоє серце.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Хрещений батько;'"[''Дружба – це все.'', '' Дружба – це більше, ніж талант.'', '' Це більше, ніж влада.'', "" Це майже те ж саме, що сім''я."", ""Маріо П''юзо.""]"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Сім днів творіння;'[''Подруга вміє чути навіть невисловлене.'', ''Марк Леві.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Sex and the City;'[''Неважливо, хто розбив тобі серце, і скільки часу потрібно, щоб склеїти — ти не зможеш пережити це без твоїх друзів.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Оскар Уайльд;'[''Справжній друг заріже тебе спереду.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Scrubs);'[''Іноді справа не в словах, іноді головне, щоб було кому вислухати.'', ''«Клініка» (англ.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Гаррі Поттер і Філософський камінь;'[''Потрібна велика мужність, щоб протистояти ворогам, але набагато більша, щоб піти наперекір друзям.'', ''Джоан Роулінг.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Зона;'[''Двоє — це більше, ніж Ти і Я.'', '' Двоє — це Ми.'', ''Сергій Довлатов.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Друзі (Friends);'"[""Коли я п''яний, мене важко утримати в рамках дружби.""]"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;«Щоденники вампіра | The Vampire Diaries»;'[''Друзі не маніпулюють друзями.'', '' Вони допомагають один одному.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;«Пліткарка | Gossip Girl»;'[''Все важке дається ще важче, якщо на твоїй стороні немає кращого друга.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;'«Легенда про піаніста | La leggenda del pianista sull''oceano»';'['' не все втрачено і життя не скінчилося, поки у тебе є гарна історія і друг, з яким її можна розповісти.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Scrubs);'[''Все життя можна шукати друзів, не підозрюючи, що вони поруч з тобою.'', ''«Клініка» (англ.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Щоденник одного генія;'[''Алкоголь викликає короткочасне розширення судин і кола друзів.'', ''Сальвадор Далі.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Полозкова Віра Миколаївна;'"[""Обов''язково дружите з тими, хто краще вас."", '' Будете мучитися, але зростати.'']"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Philip Dormer Stanhope;'[''Недосконалість — ось що нам подобається в наших друзях.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Халіль Джебран;'[''Помилково думати, що любов виростає з тривалої дружби і наполегливого залицяння.'', '' Любов – це плід духовної близькості, і, якщо близькість не виникає через секунду, вона не виникне ні через роки, ні через покоління.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Арета Франклін;'[''Кращими людьми в моєму житті завжди виявлялися ті, про кого при першій зустрічі думаєш: «Господи, що це за псих?'', ''»\n'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Бернар Вербер;'[''Але я раптом розумію, що для мене дружба значить більше, ніж любов.'', '' У дружбі немає і натяку на володіння іншим.'', '' Це просто спосіб взаємин, взаємна повага.'', '' Можливість стояти пліч-о-пліч.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;«Пліткарка | Gossip Girl»;'[''— Мені плювати на принца.'', '' Мені плювати на всіх хлопців.'', '' Але мені не наплювати на тебе.'', '' Мені дуже потрібна подруга.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Андре Моруа;'[''Товариші виховують набагато краще, ніж батьки, бо їм не властива жалість.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Викрадач Тіней;'"['' якась частина тебе йде з тим, кого ти втратив, адже дружба — це любов.'', "" Краще ні до кого не прив''язуватися, занадто це ризиковано."", ''Марк Леві.'']"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Жванецький Михайло Михайлович;'[''Всі друзі хочуть мене одружити, тому що люди не виносять, коли кому-небудь добре.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Буремний шлях;'"[""Друзі не зобов''язані бути досконалістю, досить того, що у важку годину вони поруч.""]"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Джоан Роулінг;'[''Недовіра до друзів — вершина безчестя.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Михайло Миколайович Задорнов;'"[""Для того, щоб бути другом, не обов''язково бути собакою.""]"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Беґбеде Фредерік;'[''Дві найжахливіші фрази в світі, це: «Мені треба з тобою поговорити» і «Сподіваюся, що ми залишимося друзями».'', '' Найсмішніше, вони завжди призводять до протилежного результату, ламаючи і бесіду, і дружбу.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Джонні Депп;'[''Не бійтеся ворогів, бійтеся друзів.'', '' Зраджують друзі, а не вороги!'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html; Хрещений батько;'"[''Я не з тих людей, що розкидаються своєю дружбою і віддають її тим, хто не цінить цього.'', ""Маріо П''юзо.""]"';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Edgar Watson Howe;'[''Перш ніж полюбити своїх ворогів, спробуйте хоч трохи краще ставитися до своїх друзів.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Junjou Romantica;'[''Одна з переваг дружби — бути поруч з тим, кого любиш.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Коко Шанель;'[''Друзі, кругом одні вороги!'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Elbert Hubbard;'[''Ніколи не виправдовуйся.'', '' Твоїм друзям це не потрібно, а вороги все одно не повірять.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Ральф Волдо Емерсон;'[''Другом є така людина, з якою я можу бути щирим.'', '' В його присутності я можу думати вголос.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Майк Тайсон;'[''Коли ти піднімаєшся, друзі дізнаються, хто ти.'', '' Коли ти падаєш, ти дізнаєшся, хто друзі.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;'''Доктор Хаус (House M.'', '' D.''';'[''Друзі поважають рішення один одного, навіть якщо не згодні з ними.'', '' Це називається відданість.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;99 франків;'[''Тепер ти обідаєш в самоті.'', '' Раніше в тебе була купа друзів, тепер їх зовсім немає.'', '' Це означає, що їх і не було ніколи.'']';;
друзів;http://tsytaty.ukrayinskoyu.pro//druziv.html;Мігель де Сервантес;'[''Не так важко померти за друга, як знайти друга, який коштував би того, щоб померти за нього.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Арістотель;'[''Друг – це одна душа, яка живе у двох тілах.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Вільям Шекспір;'[''Закохатися можна в красу, але полюбити лише тільки душу!'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Омар Хайям;'[''Мене ніколи не відштовхувала бідність людини, інша справа, якщо бідна його душа і помисли.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Коко Шанель;'[''Піклуючись про красу, треба починати з серця і душі, інакше ніяка косметика не допоможе.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Дмитро Ємець;'[''Це тільки здається, що за все платять грошима.'', '' За все дійсно важливе платять шматочками душі.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html; Квіти для Елджернона;'[''Будь ласка, користуйся моїм тілом, тільки душу не чіпай.'', ''Деніел Кіз.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html; (Public Enemies);'[''Мені подобаються Ваші очі — темні і красиві як моя душа.'', ''Джонні Д.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html; Алхімік;'[''Погляд показує силу душі.'', ''Пауло Коельйо.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html; Тріумфальна арка;'"[""Очікування роз''їдає душу."", ''Еріх Марія Ремарк.'']"';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Чак Поланік;'[''Спасибі за те, що не лізете до мене в душу.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Запах жінки (Scent of a Woman);'['' відірвана душа — це набагато страшніше.'', '' Її протезом не заміниш.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Бертольд Ауербах;'[''Музика — єдина всесвітня мова, її не треба перекладати, на ньому душа говорить з душею.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html; Самотність в Мережі;'[''А мозок добре функціонує, тільки коли спокійна душа.'', '' За спокій душі потрібно платити.'', ''Януш Леон Вишневський.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Марк Твен;'[''Можеш бути недбалим в одязі, — якщо це в твоєму характері.'', '' Але душу треба тримати в охайності.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Redrum 327;'[''Заглядати в чужу душу небезпечно.'', '' Це надто зближує.'', '' Довіра — дуже велика відповідальність.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Bleach;'[''Якщо ти всією душею хочеш бути тут, то твоя душа і буде тут.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Зигмунд Фрейд (психолог);'[''Таємниця людської душі полягає в психічних драмах дитинства.'', '' Докопайтесь до цих драм, і зцілення прийде.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Цвєтаєва Марина Іванівна;'[''Мені погано з людьми, тому що вони заважають мені слухати мою душу або просто тишу.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Жан-Поль Сартр;'[''У людини в душі діра розміром з Бога, і кожен заповнює її як може.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Мадонна;'[''Те, що я показала людям своє тіло без одягу, не означає, що я оголила кожен дюйм своєї душі.'']';;
душу;http://tsytaty.ukrayinskoyu.pro//dushu.html;Етель Ліліан Войнич;'[''Душа німа, в неї немає голосу, вона не може кричати.'', '' Вона повинна терпіти, терпіти і терпіти.'']';;
